0.6383111;0.36168894;
0.5258797;0.47412032;
0.57911736;0.42088264;
0.5629184;0.4370816;
0.5211465;0.4788535;
0.4935958;0.50640416;
0.4962703;0.5037297;
0.6429003;0.35709968;
0.6976069;0.3023931;
0.7325688;0.26743117;
0.75964415;0.24035588;
0.733639;0.266361;
0.63481754;0.36518246;
0.596948;0.40305197;
0.6382207;0.36177927;
0.55546737;0.4445326;
0.6414092;0.3585908;
0.6345906;0.3654094;
0.63646996;0.36353007;
0.5740568;0.42594317;
0.50339454;0.4966055;
0.57879174;0.42120826;
0.7052233;0.2947767;
0.6802783;0.3197217;
0.6829603;0.3170397;
0.7385691;0.2614309;
0.68243384;0.31756613;
0.7119219;0.28807813;
0.67802423;0.32197577;
0.65186954;0.3481304;
0.7020819;0.29791814;
0.76363575;0.23636425;
0.8035931;0.19640693;
0.76692045;0.23307958;
0.71069264;0.28930736;
0.72325665;0.2767434;
0.7110121;0.2889879;
0.7669885;0.23301147;
0.7550365;0.24496353;
0.7855686;0.21443135;
0.90133166;0.09866834;
0.8739049;0.12609507;
0.8761245;0.12387554;
0.86272746;0.13727255;
0.8184728;0.18152724;
0.7471748;0.25282514;
0.7722619;0.22773807;
0.7892764;0.21072355;
0.83950883;0.16049123;
0.86435556;0.13564439;
0.81033415;0.18966585;
0.8561607;0.14383928;
0.83431476;0.16568518;
0.8231793;0.17682067;
0.8854976;0.1145023;
0.89637923;0.10362075;
0.8110165;0.18898353;
0.78449064;0.21550934;
0.79073215;0.2092678;
0.72656363;0.27343634;
0.7985903;0.20140971;
0.8842484;0.11575156;
0.8393894;0.16061063;
0.7939361;0.2060639;
0.78081405;0.2191859;
0.8073089;0.19269112;
0.81267977;0.18732025;
0.8567178;0.14328223;
0.8900717;0.10992827;
0.9002329;0.09976707;
0.90062636;0.09937362;
0.90037197;0.09962807;
0.82455015;0.17544986;
0.82491016;0.1750898;
0.8542401;0.1457599;
0.8330594;0.16694067;
0.8036585;0.19634157;
0.8062653;0.19373469;
0.8082413;0.19175868;
0.7847539;0.21524605;
0.7961075;0.20389259;
0.81638515;0.1836149;
0.71689254;0.28310746;
0.6876277;0.31237233;
0.68098193;0.31901807;
0.7664156;0.2335844;
0.7252998;0.27470028;
0.83376956;0.16623041;
0.7674682;0.23253179;
0.7882901;0.21170987;
0.8631717;0.13682833;
0.8727159;0.12728412;
0.77227736;0.22772264;
0.7380009;0.26199907;
0.80030054;0.19969946;
0.8146869;0.1853130942088264;
0.5629184;0.4370816;
0.5211465;0.4788535;
0.4935958;0.50640416;
0.4962703;0.5037297;
--------------------------------------------------------------------------------------------
0.8011283;0.19887167;
0.8038225;0.19617748;
0.73316675;0.26683328;
0.70046854;0.29953146;
0.37280136;0.6271986;
0.5091396;0.4908604;
0.712551;0.28744897;
0.79538053;0.20461945;
0.75057966;0.24942034;
0.7638234;0.2361766;
0.6373774;0.36262265;
0.6112894;0.38871062;
0.575729;0.42427093;
0.55771315;0.44228685;
0.47450334;0.52549666;
0.44750124;0.5524987;
0.51845944;0.48154056;
0.6327874;0.36721256;
0.6046569;0.39534315;
0.5958987;0.40410134;
0.57593215;0.42406788;
0.53422016;0.4657798;
0.49824294;0.501757;
0.5080101;0.49198988;
0.49556956;0.5044304;
0.5081842;0.4918158;
0.49119726;0.5088027;
0.426088;0.57391196;
0.4885805;0.5114195;
0.5089903;0.4910097;
0.42060193;0.5793981;
0.4374431;0.5625569;
0.42796734;0.57203263;
0.48978946;0.5102105;
0.51558644;0.48441356;
0.40892193;0.59107804;
0.36958465;0.6304154;
0.3622724;0.63772756;
0.3648196;0.6351804;
0.39819297;0.601807;
0.43808788;0.56191206;
0.3559364;0.64406365;
0.45073816;0.5492618;
0.42851773;0.5714823;
0.8638946;0.1361054;
0.8688497;0.13115035;
0.85200185;0.14799815;
0.80522144;0.19477855;
0.8347901;0.16520987;
0.7985288;0.2014712;
0.8108761;0.18912394;
0.7997853;0.20021471;
0.8680394;0.13196054;
0.9060919;0.09390813;
0.8742171;0.12578289;
0.8606433;0.13935663;
0.86058205;0.13941792;
0.8535821;0.14641786;
0.85855395;0.14144608;
0.8713258;0.1286742;
0.8352862;0.16471377;
0.7785486;0.22145142;
0.8349249;0.16507514;
0.7983582;0.2016418;
0.6959295;0.30407047;
0.6659414;0.33405855;
0.7372334;0.26276657;
0.78982306;0.21017694;
0.8395615;0.16043852;
0.7690479;0.23095207;
0.68186164;0.31813836;
0.6989805;0.30101943;
0.7430729;0.2569271;
0.83806145;0.16193849;
0.8055054;0.19449462;
0.6928951;0.3071049;
0.7117252;0.28827482;
0.64441156;0.3555884;
0.7551539;0.24484614;
0.80652404;0.19347598;
0.74376863;0.2562314;
0.66882956;0.33117044;
0.5864152;0.4135848;
0.6313037;0.36869627;
0.825938;0.17406198;
0.8037239;0.19627613;
0.7998397;0.2001603;
0.7411363;0.25886363;
0.7094558;0.2905442;
0.68682414;0.31317586;
0.62561905;0.37438098;
0.5447141;0.4552859;
0.5310466;0.46895337;
0.50784105;0.49215898;
0.43319094;0.56680906;
0.6229857;0.37701428;
0.64273804;0.35726193;
0.7358163;0.26418373;
0.8213012;0.17869878;
0.8003599;0.19964014;
0.8189711;0.18102887;
0.77212596;0.22787403;
0.78398395;0.216016;
0.73199046;0.26800948;
